Request ID,Location Name,Landmark,Request Type,Request Status,Evaluation Status,Funding Status,Evaluation Rank,Evaluation Score,Ranking Month,Ranking Year,Primary St Block,Primary St Prefix Direction,Primary St,Cross St Block,Cross St Prefix,Cross St,Evaluation ID,Location,Request Note,Location Latitude,Location Longitude
REQ16-002290,METRIC BLVD / METRIC BLVD (ACC Northridge/Broadmoor Apts.),ACC Northridge/Broadmoor Apts.,PHB,STUDY,COMPLETED,None Identified,4,511,DEC,2016,12000,,METRIC BLVD,11912,,METRIC BLVD,PVL16-000110,,@ ACC Northridge entrance,30.40209,-97.701942
REQ16-002295,ANDERSON LN / LAZY LN (Redeemer Lutheran Church & School),Redeemer Lutheran Church & School,PHB,UNDER EVALUATION,COMPLETED,None Identified,36,408,DEC,2016,1410,W,ANDERSON LN,7700,,LAZY LN,PVL16-000020,,,30.351101,-97.720244
REQ16-002315,NORTH LAKE CREEK PKWY / NORTH LAKE CREEK PKWY,,PHB,UNDER EVALUATION,COMPLETED,None Identified,81,315,DEC,2016,9823,,NORTH LAKE CREEK PKWY,9830,,NORTH LAKE CREEK PKWY,PVL16-000010,,,30.472708,-97.791946
REQ16-002320,9200 BLK BURNET RD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,33,410,DEC,2016,9200,,BURNET RD,0,,,PVL16-000140,,This portion of Burnet Rd. is under TxDOT authority.,30.375892,-97.725794
REQ16-002325,LAMAR BLVD / GRADY DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,45,395,DEC,2016,10700,N,LAMAR BLVD,701,W,GRADY DR,PVL16-000130,,,30.375898,-97.68976
REQ17-002380,8700 BLK BURNET RD (South of US183),South of US183,PHB,UNDER EVALUATION,COMPLETED,None Identified,,550,DEC,2016,8700,,BURNET RD,0,,,PVL17-001710,,south of US183,30.370964,-97.726965
REQ15-000545,SLAUGHTER LN / VINEMONT DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,79,85,DEC,2016,6300,W,SLAUGHTER LN,9601,,VINEMONT DR,TVL16-002565,"(30.2033024, -97.88467196)",,30.2033024,-97.88467196
REQ15-000545,SLAUGHTER LN / VINEMONT DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,19,85,MAY,2015,6300,W,SLAUGHTER LN,9601,,VINEMONT DR,TVL15-000565,"(30.2033024, -97.88467196)",,30.2033024,-97.88467196
REQ15-000555,5TH ST / PEDERNALES ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,24,75,MAY,2015,2300,E,5TH ST,500,,PEDERNALES ST,TVL15-000555,"(30.2579418, -97.7150906)",,30.2579418,-97.7150906
REQ17-002365,11001 BLK FOUR POINTS DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,7,460,DEC,2017,11001,,FOUR POINTS DR,0,,,PVL17-001825,"(30.405853, -97.850701)",,30.405853,-97.850701
REQ17-002390,1ST ST / 1ST ST (Mary Moore Searight off leash trail),Mary Moore Searight off leash trail,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,24,420,DEC,2017,9400,S,1ST ST,9500,S,1ST ST,PVL17-001725,"(30.167207, -97.801341)",,30.167207,-97.801341
17-002445,BLK (Town Lake Center),Town Lake Center,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,140,30,DEC,2017,0,,,0,,,TVL17-003350,"(30.258851, -97.751391)",,30.258851,-97.751391
17-002450,REDBUD TRL / FOREST VIEW DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,159,0,DEC,2017,3604,,REDBUD TRL,906,,FOREST VIEW DR,TVL17-003520,"(30.290727, -97.79287)",,30.290727,-97.79287
17-002495,SHOAL CREEK BLVD / CROSSCREEK DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,132,50,DEC,2017,8200,,SHOAL CREEK BLVD,3301,,CROSSCREEK DR,TVL17-003380,"(30.371437, -97.737406)",,30.371437,-97.737406
REQ14-000730,1ST ST / KING EDWARD PL,,PHB,DESIGN,COMPLETED,1/4 Cent,48,408,JUL,2014,6402,S,1ST ST,701,,KING EDWARD PL,PVL14-000495,"(30.198471, -97.7869807)",,30.198471,-97.7869807
REQ16-000865,MONTOPOLIS DR / GROVE BLVD,,TRAFFIC,STUDY,COMPLETED,None Identified,8,212,MAY,2016,2400,,MONTOPOLIS DR,2000,,GROVE BLVD,TVL16-000245,"(30.2202289, -97.7070312)",,30.2202289,-97.7070312
REQ14-001240,2031 BLK W STASSNEY LN (West of Manchaca),West of Manchaca,PHB,RECOMMENDED,COMPLETED,None Identified,21,480,JUL,2014,2031,W,STASSNEY LN,0,,,PVL14-000390,"(30.21606, -97.79863)",,30.21606,-97.79863
REQ14-001250,WALSH TARLTON LN / SANDERLING TRL,,PHB,TURNED_ON,COMPLETED,1/4 Cent,32,449,JUL,2014,1000,,WALSH TARLTON LN,3201,,SANDERLING TRL,PVL14-000400,"(30.2731724, -97.8012614)",turned on 10/10/2017,30.2731724,-97.8012614
REQ14-001250,WALSH TARLTON LN / SANDERLING TRL,,PHB,TURNED_ON,COMPLETED,1/4 Cent,11,448,DEC,2016,1000,,WALSH TARLTON LN,3201,,SANDERLING TRL,PVL16-000200,"(30.2731724, -97.8012614)",turned on 10/10/2017,30.2731724,-97.8012614
17-002535,5TH ST / SAN ANTONIO ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,71,100,DEC,2017,500,W,5TH ST,400,,SAN ANTONIO ST,TVL17-004215,"(30.268388, -97.747713)",,30.268388,-97.747713
17-002540,13TH ST / SAN JACINTO BLVD,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,123,215,DEC,2017,200,E,13TH ST,1300,,SAN JACINTO BLVD,PVL17-001770,"(30.274358, -97.7378129)",,30.274358,-97.7378129
REQ15-000515,GUADALUPE ST / 13TH ST,,TRAFFIC,STUDY,COMPLETED,None Identified,2,310,DEC,2015,1300,,GUADALUPE ST,401,W,13TH ST,TVL15-000595,"(30.2760105, -97.7437057)",,30.2760105,-97.7437057
REQ15-000520,MORROW ST / WOODROW AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,23,168,DEC,2016,1500,,MORROW ST,7600,,WOODROW AVE,TVL16-002555,"(30.3475672, -97.7237589)",,30.3475672,-97.7237589
REQ14-001255,7900 BLK S CONGRESS AVE (Capital Area Food Bank),Capital Area Food Bank,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,14,437,DEC,2017,7900,S,CONGRESS AVE,0,,,PVL17-002265,"(30.17654, -97.78418)",,30.17654,-97.78418
REQ14-001265,MARTIN LUTHER KING JR BLVD / CLIFFORD AVE,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,19,428,DEC,2017,2900,E,MARTIN LUTHER KING JR BLVD,1600,,CLIFFORD AVE,PVL17-002255,"(30.2819475, -97.707715)",,30.2819475,-97.707715
17-002550,ANDERSON LN / TISDALE DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,65,370,DEC,2017,1308,W,ANDERSON LN,7600,,TISDALE DR,PVL17-001780,"(30.350666, -97.719295)",,30.350666,-97.719295
17-002555,3RD ST / WEST AVE,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,42,150,DEC,2017,800,W,3RD ST,226,,WEST AVE,TVL17-003415,"(30.267619, -97.751581)",,30.267619,-97.751581
17-002560,WEST GATE BLVD / FENTONRIDGE DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,143,25,DEC,2017,7302,,WEST GATE BLVD,2601,,FENTONRIDGE DR,TVL17-003420,"(30.20262, -97.818097)",,30.20262,-97.818097
17-002745,FM 620 RD / RIDGELINE BLVD,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,2,0,DEC,2018,12400,N,FM 620 RD,12500,,RIDGELINE BLVD,TVL17-004155,"(30.464741, -97.807957)",,30.464741,-97.807957
REQ15-000725,ANDERSON LN / MULLEN DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,33,152,DEC,2016,1900,W,ANDERSON LN,7800,,MULLEN DR,TVL16-003255,"(30.3538418, -97.72601836)",,30.3538418,-97.72601836
REQ16-000900,8660 BLK W SH 71 (Life Austin Church),Life Austin Church,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,122,15,DEC,2016,8660,W,SH 71,0,,,TVL16-002785,"(30.253467, -97.900595)",,30.253467,-97.900595
REQ16-000920,ANDERSON MILL RD / CENTENNIAL TRL,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,97,80,DEC,2017,11300,,ANDERSON MILL RD,10700,,CENTENNIAL TRL,TVL17-003650,"(30.4502221, -97.8191309)",,30.4502221,-97.8191309
REQ16-000925,6TH ST / PATTERSON AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,79,85,DEC,2016,1800,W,6TH ST,600,,PATTERSON AVE,TVL16-002810,"(30.2767801, -97.7662733)",,30.2767801,-97.7662733
REQ16-000990,VINSON DR / CARDIFF DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,154,5,DEC,2017,4800,,VINSON DR,801,,CARDIFF DR,TVL17-004100,"(30.2174702, -97.7820969)",,30.2174702,-97.7820969
REQ14-001195,AIRPORT BLVD / GUNTER ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,50,395,DEC,2017,1137,,AIRPORT BLVD,1136,,GUNTER ST,PVL17-002275,"(30.269581, -97.6967158)",,30.269581,-97.6967158
REQ14-000120,BERKMAN DR / SUFFOLK DR,,PHB,STUDY,COMPLETED,1/4 Cent,,0,DEC,2017,5400,,BERKMAN DR,1500,,SUFFOLK DR,PVL17-001720,"(30.3077316, -97.6964722)",Part of a 1/4 Cent Study for this area.,30.3077316,-97.6964722
REQ16-000900,8660 BLK W SH 71 (Life Austin Church),Life Austin Church,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,28,15,MAY,2016,8660,W,SH 71,0,,,TVL16-000210,"(30.253467, -97.900595)",,30.253467,-97.900595
REQ16-000905,NUCKOLS CROSSING RD / VERTEX BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,18,95,MAY,2016,8600,,NUCKOLS CROSSING RD,8601,,VERTEX BLVD,TVL16-000205,"(30.1578485, -97.7523808)",,30.1578485,-97.7523808
REQ16-000905,NUCKOLS CROSSING RD / VERTEX BLVD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,76,95,DEC,2017,8600,,NUCKOLS CROSSING RD,8601,,VERTEX BLVD,TVL17-003545,"(30.1578485, -97.7523808)",,30.1578485,-97.7523808
REQ16-000910,1137 BLK AIRPORT BLVD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,2,398,DEC,2017,1137,,AIRPORT BLVD,0,,,TVL17-003655,"(30.272253, -97.6975)",,30.272253,-97.6975
REQ16-000980,LAMAR BLVD / HOUSTON ST,,TRAFFIC,DESIGN,COMPLETED,1/4 Cent,2,187,,,5502,N,LAMAR BLVD,801,,HOUSTON ST,TVL16-000130,"(30.323225, -97.7280807)",,30.323225,-97.7280807
REQ16-000985,WILLIAM CANNON DR / BANNOCKBURN DR,,TRAFFIC,STUDY,COMPLETED,None Identified,5,260,DEC,2016,3501,W,WILLIAM CANNON DR,3811,,BANNOCKBURN DR,TVL16-000125,"(30.216899, -97.834185)",,30.216899,-97.834185
REQ14-001270,1221 BLK S LAMAR BLVD (AMLI),AMLI,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,36,410,DEC,2017,1221,S,LAMAR BLVD,0,,,PVL17-002250,"(30.252393, -97.764113)",,30.252393,-97.764113
REQ14-001305,WILLIAM CANNON DR / MEADOW LAKE BLVD,,PHB,INELIGIBLE,COMPLETED,None Identified,44,418,JUL,2014,4716,E,WILLIAM CANNON DR,6605,,MEADOW LAKE BLVD,PVL14-000455,"(30.1809502, -97.75025496)",Traffic signal to be installed at this location.,30.1809502,-97.75025496
REQ16-000990,VINSON DR / CARDIFF DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,128,5,DEC,2016,4800,,VINSON DR,801,,CARDIFF DR,TVL16-000120,"(30.2174702, -97.7820969)",,30.2174702,-97.7820969
REQ16-000995,1700 BLK E 51ST ST (HEB),HEB,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,19,180,DEC,2017,1700,E,51ST ST,0,,,TVL17-004095,"(30.30245, -97.69746)",,30.30245,-97.69746
REQ14-001340,FREIDRICH LN / DIRECTORS BLVD,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,53,392,DEC,2017,4100,,FREIDRICH LN,1800,,DIRECTORS BLVD,PVL17-002205,"(30.2122069, -97.7482662)",,30.2122069,-97.7482662
REQ14-001350,SAN JACINTO BLVD / 17TH ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,54,391,DEC,2017,1700,,SAN JACINTO BLVD,200,E,17TH ST,PVL17-002200,"(30.2780472, -97.7364433)",,30.2780472,-97.7364433
REQ14-001365,ANDERSON MILL RD / PECAN CREEK PKWY,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,62,375,DEC,2017,10706,,ANDERSON MILL RD,11500,,PECAN CREEK PKWY,PVL17-002190,"(30.4469471, -97.81194141)",,30.4469471,-97.81194141
REQ14-001380,RED RIVER ST / 30TH ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,56,390,DEC,2017,3000,,RED RIVER ST,900,E,30TH ST,PVL17-002010,"(30.2889019, -97.7267944)",,30.2889019,-97.7267944
REQ14-001425,MANCHACA RD / FOREST HILL DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,86,333,DEC,2017,4519,,MANCHACA RD,1601,,FOREST HILL DR,PVL17-001980,"(30.2257656, -97.7909699)",,30.2257656,-97.7909699
REQ14-001430,38TH ST / MONTROSE ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,95,315,DEC,2017,604,E,38TH ST,3700,,MONTROSE ST,PVL17-001975,"(30.297868, -97.728117)",,30.297868,-97.728117
REQ16-001730,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)","Little Walnut Creek Library, HEB",PHB,TURNED_ON,COMPLETED,Funded,12,0,,,830,W,RUNDBERG LN,0,,,PVL16-000880,"(30.3636856, -97.6981583)",,30.3636856,-97.6981583
REQ16-001735,2100 BLK BARTON SPRINGS RD (Zilker Park),Zilker Park,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,2100,,BARTON SPRINGS RD,0,,,PVL16-000885,"(30.2660046, -97.7681274)",,30.2660046,-97.7681274
REQ14-001020,SPICEWOOD SPRINGS RD / TEXAS PLUME RD,,PHB,TURNED_ON,COMPLETED,1/4 Cent,75,295,JUL,2014,8431,,SPICEWOOD SPRINGS RD,8109,,TEXAS PLUME RD,PVL14-000600,"(30.4251404, -97.7848969)","Turned on 10/4/2017
Near Canyon Vista MS",30.4251404,-97.7848969
REQ16-001025,1424 BLK W WELLS BRANCH PKWY,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,1,190,,,1424,W,WELLS BRANCH PKWY,0,,,TVL16-000085,"(30.44103, -97.664)",,30.44103,-97.664
REQ16-001025,1424 BLK W WELLS BRANCH PKWY,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,56,120,DEC,2017,1424,W,WELLS BRANCH PKWY,0,,,TVL17-004080,"(30.44103, -97.664)",,30.44103,-97.664
REQ16-001030,RUTHERFORD LN / CENTRE CREEK DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,52,120,DEC,2016,1500,,RUTHERFORD LN,1600,,CENTRE CREEK DR,TVL16-000080,"(30.335207, -97.68051979)",,30.335207,-97.68051979
REQ14-000030,AVERY RANCH BLVD / AVERY CLUB DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,19,110,DEC,2014,15001,,AVERY RANCH BLVD,10300,,AVERY CLUB DR,TVL14-001080,"(30.4988034, -97.7707116)",,30.4988034,-97.7707116
REQ14-000030,AVERY RANCH BLVD / AVERY CLUB DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,59,110,DEC,2016,15001,,AVERY RANCH BLVD,10300,,AVERY CLUB DR,TVL16-002260,"(30.4988034, -97.7707116)",,30.4988034,-97.7707116
REQ14-000030,AVERY RANCH BLVD / AVERY CLUB DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,61,110,DEC,2017,15001,,AVERY RANCH BLVD,10300,,AVERY CLUB DR,TVL17-004015,"(30.4988034, -97.7707116)",,30.4988034,-97.7707116
REQ14-001415,SLAUGHTER LN / VINEMONT DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,79,345,DEC,2017,6300,W,SLAUGHTER LN,9601,,VINEMONT DR,PVL17-002020,"(30.2033024, -97.88467196)",,30.2033024,-97.88467196
REQ14-001420,WEST GATE BLVD / COHOBA DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,84,337,DEC,2017,8900,,WEST GATE BLVD,2927,,COHOBA DR,PVL17-002015,"(30.187032, -97.8361346)",,30.187032,-97.8361346
REQ14-001435,10200 BLK BURNET RD (Travis County Adult Probation),Travis County Adult Probation,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,88,329,DEC,2017,10200,,BURNET RD,0,,,PVL17-001970,"(30.3874584, -97.7216121)",,30.3874584,-97.7216121
REQ15-001835,WILLIAM CANNON DR / SHIER CV,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,77,351,DEC,2017,2204,W,WILLIAM CANNON DR,6801,,SHIER CV,PVL17-002125,"(30.203217, -97.809611)",,30.203217,-97.809611
REQ15-001840,1ST ST / RALPH ABLANEDO DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,91,321,DEC,2017,8600,S,1ST ST,601,,RALPH ABLANEDO DR,PVL17-002135,"(30.1741133, -97.7989036)",,30.1741133,-97.7989036
REQ15-001845,OLTORF ST / SUNRIDGE DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,19,428,DEC,2017,4800,E,OLTORF ST,2601,,SUNRIDGE DR,PVL17-002130,"(30.223044, -97.722307)",,30.223044,-97.722307
REQ15-001450,BERKMAN DR / BARBARA JORDAN BLVD,,TRAFFIC,TURNED_ON,COMPLETED,2016,4,290,MAY,2015,4900,,BERKMAN DR,1700,,BARBARA JORDAN BLVD,TVL15-000615,"(30.3023, -97.69987)",,30.3023,-97.69987
REQ14-001485,45TH ST / RAMSEY AVE,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,120,220,DEC,2017,1600,W,45TH ST,4500,,RAMSEY AVE,PVL17-001900,"(30.3162044, -97.7433696)",,30.3162044,-97.7433696
REQ14-001490,MANCHACA RD / MILES AVE,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,119,224,DEC,2017,6400,,MANCHACA RD,1901,,MILES AVE,PVL17-001920,"(30.2070235, -97.8058636)",,30.2070235,-97.8058636
REQ15-001850,LAMAR BLVD / LITTLE OAK DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,48,399,DEC,2017,11850,N,LAMAR BLVD,601,,LITTLE OAK DR,PVL17-002090,"(30.389371, -97.6828946)",,30.389371,-97.6828946
REQ15-001865,AIRPORT BLVD / 16TH ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,46,401,DEC,2017,1500,,AIRPORT BLVD,3100,E,16TH ST,PVL17-002145,"(30.2797145, -97.7021682)",,30.2797145,-97.7021682
REQ15-001870,AIRPORT BLVD / ANTONE ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,103,300,DEC,2017,4001,,AIRPORT BLVD,1830,,ANTONE ST,PVL17-002140,"(30.2913058, -97.7074162)",,30.2913058,-97.7074162
REQ15-001925,MANOR RD / ALEXANDER AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,2,0,DEC,2018,2810,,MANOR RD,2200,,ALEXANDER AVE,TVL17-004195,"(30.2856925, -97.710204)",,30.2856925,-97.710204
REQ15-001950,DAVIS LN / ESCABOSA DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,92,320,DEC,2017,2208,,DAVIS LN,8601,,ESCABOSA DR,PVL17-001990,"(30.187453, -97.819559)",,30.187453,-97.819559
REQ15-001955,51ST ST / BENNETT AVE,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,36,410,DEC,2017,900,E,51ST ST,5100,,BENNETT AVE,PVL17-001985,"(30.3111865, -97.7133973)",,30.3111865,-97.7133973
REQ13-002155,BURLESON RD / DIME CIR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,24,420,DEC,2017,6500,,BURLESON RD,3719,,DIME CIR,PVL17-001905,"(30.2033142, -97.71224)",,30.2033142,-97.71224
REQ14-000400,DAVIS LN / CAMERON LOOP,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,60,35,JUL,2014,3300,,DAVIS LN,8701,,CAMERON LOOP,TVL14-000710,"(30.1929742, -97.8375718)",,30.1929742,-97.8375718
REQ14-000400,DAVIS LN / CAMERON LOOP,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,154,5,DEC,2017,3300,,DAVIS LN,8701,,CAMERON LOOP,TVL17-003820,"(30.1929742, -97.8375718)",,30.1929742,-97.8375718
REQ14-000405,11700 BLK N LAMAR BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,63,26,JUL,2014,11700,N,LAMAR BLVD,0,,,TVL14-000705,"(30.3877257, -97.6841092)",,30.3877257,-97.6841092
REQ14-000405,11700 BLK N LAMAR BLVD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,142,27,DEC,2017,11700,N,LAMAR BLVD,0,,,TVL17-003815,"(30.3877257, -97.6841092)",,30.3877257,-97.6841092
REQ14-000410,THAXTON RD / RUNNING WATER DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,150,11,DEC,2017,8000,,THAXTON RD,8013,,RUNNING WATER DR,TVL17-003810,"(30.1576252, -97.74201495)",,30.1576252,-97.74201495
REQ14-000420,CEDAR BEND DR / TOMANET TRL,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,51,137,DEC,2017,2410,,CEDAR BEND DR,12200,,TOMANET TRL,TVL17-003805,"(30.4132274, -97.704645)",,30.4132274,-97.704645
REQ16-001510,WILLIAM CANNON DR / MEADOW LAKE BLVD,,TRAFFIC,DESIGN,COMPLETED,2016,4,60,,,4716,E,WILLIAM CANNON DR,6605,,MEADOW LAKE BLVD,TVL16-000250,"(30.1809502, -97.75025496)",,30.1809502,-97.75025496
REQ14-001515,RED RIVER ST / PARK BLVD (Hancock Center),Hancock Center,PHB,TURNED_ON,COMPLETED,2016,12,530,JUL,2014,4200,,RED RIVER ST,800,,PARK BLVD,PVL14-000135,"(30.3014622, -97.7215453)",,30.3014622,-97.7215453
REQ14-001520,MANCHACA RD / INVERNESS BLVD,,PHB,TURNED_ON,COMPLETED,2016,8,560,JUL,2014,5300,,MANCHACA RD,1701,,INVERNESS BLVD,PVL14-000690,"(30.21783, -97.79596)",,30.21783,-97.79596
REQ14-001525,LAMAR BLVD / COOPER DR,,PHB,RECOMMENDED - NO FUNDING,COMPLETED,None Identified,9,550,JUL,2014,9200,N,LAMAR BLVD,707,,COOPER DR,PVL14-000700,"(30.3611334, -97.6981222)",This portion of N. Lamar under TxDOT control.  Working with TxDOT on median and lane modifications in conjunction with a signal.,30.3611334,-97.6981222
REQ14-002010,1137 BLK AIRPORT BLVD,,PHB,RECOMMENDED,COMPLETED,None Identified,3,600,JUL,2014,1137,,AIRPORT BLVD,0,,,PVL14-000665,"(30.27254, -97.697583)",,30.27254,-97.697583
REQ15-000530,CONGRESS AVE / DITTMAR RD,,TRAFFIC,STUDY,COMPLETED,None Identified,10,191,MAY,2015,7403,S,CONGRESS AVE,100,E,DITTMAR RD,TVL15-000580,"(30.1834011, -97.7819824)",,30.1834011,-97.7819824
REQ15-000535,6TH ST / WALLER ST,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,2,314,MAY,2015,1100,E,6TH ST,600,,WALLER ST,TVL15-000575,"(30.2644081, -97.7305374)",All-way stop installed.,30.2644081,-97.7305374
REQ15-000540,AVERY RANCH BLVD / NORTH CANOA HILLS TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,59,110,DEC,2016,14400,,AVERY RANCH BLVD,10700,,NORTH CANOA HILLS TRL,TVL16-002560,"(30.4967387, -97.7817699)",,30.4967387,-97.7817699
REQ16-002095,HOWARD LN / HOWARD LN (CMTA Howard Ln Rail Station - East Driveway),CMTA Howard Ln Rail Station - East Driveway,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,35,414,DEC,2017,3800,W,HOWARD LN,3701,W,HOWARD LN,PVL17-002080,"(30.4407215, -97.7002716)",,30.4407215,-97.7002716
REQ16-002110,DUVAL RD / WHISPERING VALLEY DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,95,315,DEC,2017,4400,,DUVAL RD,4400,,WHISPERING VALLEY DR,PVL17-002075,"(30.4125099, -97.7315926)",,30.4125099,-97.7315926
REQ16-002130,DUVAL RD / SANTA CRUZ DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,90,325,DEC,2017,4416,,DUVAL RD,11706,,SANTA CRUZ DR,PVL17-002365,"(30.4131276, -97.7328469)",,30.4131276,-97.7328469
REQ16-002140,PLEASANT VALLEY RD / SHERINGHAM DR (Riverside Apartments),Riverside Apartments,PHB,DESIGN,IN PROGRESS,TAP Grant,,549,DEC,2016,2100,S,PLEASANT VALLEY RD,2500,,SHERINGHAM DR,PVL16-001290,"(30.231272, -97.725366)",,30.231272,-97.725366
REQ16-002205,DAVIS LN / CORRAN FERRY DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,86,85,DEC,2017,4311,,DAVIS LN,8901,,CORRAN FERRY DR,TVL17-004065,"(30.199637, -97.854105)",,30.199637,-97.854105
17-002510,ED BLUESTEIN BLVD / SMITH RD,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,136,40,DEC,2017,1727,,ED BLUESTEIN BLVD,1914,,SMITH RD,TVL17-003395,"(30.259279, -97.675271)",US 183 is a TxDOT controlled roadway.  TxDOT does not consider installing a PHB on a roadway with a speed limit above 40 MPH.  The speed limit on US 183 is 55 MPH.,30.259279,-97.675271
17-002515,1ST ST / ORLAND BLVD,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,143,25,DEC,2017,4531,S,1ST ST,601,,ORLAND BLVD,TVL17-003400,"(30.216085, -97.775996)",,30.216085,-97.775996
17-002530,MARTIN LUTHER KING JR BLVD / WEST AVE,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,31,415,DEC,2017,800,W,MARTIN LUTHER KING JR BLVD,1800,,WEST AVE,PVL17-001760,"(30.28289, -97.745935)",,30.28289,-97.745935
REQ15-000765,KOENIG LN / SUNSHINE DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,9,230,DEC,2015,1000,W,KOENIG LN,5800,,SUNSHINE DR,TVL15-000345,"(30.3285501, -97.7275971)",No criteria warranting a signal were met.,30.3285501,-97.7275971
REQ16-001030,RUTHERFORD LN / CENTRE CREEK DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,122,60,DEC,2017,1500,,RUTHERFORD LN,1600,,CENTRE CREEK DR,TVL17-004075,"(30.335207, -97.68051979)",,30.335207,-97.68051979
REQ16-001040,PARMER LN / LIMERICK AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,93,75,DEC,2016,2201,W,PARMER LN,12406,,LIMERICK AVE,TVL16-000070,"(30.4169865, -97.69822863)",,30.4169865,-97.69822863
